Tweet_count,Username,Text,Created At,Retweets,Likes
439,Fuerza Informativa Azteca,"#Edomex | Corrientes de agua sorprendieron a los comerciantes de un mercado en #Amecameca.

Esto luego de que una fractura se presentó en una presa aledaña.

@viridianahelo nos cuenta en #PrimeraLínea. https://t.co/BLR5bU1SIy",Thu Sep 12 13:50:00 +0000 2024,2,24
440,Fran,Me gustaría decirle al ex presidente del PRO en la capital de Corrientes que antes de preocuparse por alianzas municipales procuré no perder los libros de actas.,Tue Sep 10 18:12:05 +0000 2024,0,6
441,Diego Flo,"Estoy en Corrientes y Callao yendo al Congreso
No al veto https://t.co/8srlBQmrsk",Wed Sep 11 15:55:12 +0000 2024,17,46
442,San Martín Ctes,"¡𝘽𝙞𝙚𝙣𝙫𝙚𝙣𝙞𝙙𝙤 𝙙𝙚 𝙫𝙪𝙚𝙡𝙩𝙖, 𝘾𝙤𝙘𝙤! 🐔

El ala-pívot regresa a San Martín para disputar el Torneo Interligas 2024 luego de dos temporadas en Boca Juniors. https://t.co/QHODVoFXpa",Wed Sep 11 00:26:23 +0000 2024,4,26
443,El Nuevo Diario,"💧¡Fuertes lluvias!🌧️

Imágenes muestran otra escena de los estragos provocados por las fuertes lluvias registradas ayer en la ciudad de #LaRomana.

Esta escena se dio en la avenida #SantaRosa, donde varios motoristas fueron afectados con las fuertes corrientes.

#ElNuevoDiarioRD https://t.co/NIEGeplRf1",Wed Sep 11 17:06:58 +0000 2024,7,30
444,sandra menconi,"Echaron a Mariana Ramírez de la UCR por decir que Corrientes es un feudo.
Cuiden a esta mujer y a sus hijos.

https://t.co/2flzENUgfH",Wed Sep 18 20:25:56 +0000 2024,8,9
445,Argentina en la Memoria,"Sin embargo, Aramburu fracasaba en su intento en Corrientes, en la base naval Río Santiago los rebeldes también eran derrotados y las guarniciones rebeldes de la Capital Federal todavía no se habían levantado. Julio Lagos logró el control de las fuerzas armadas en la zona del https://t.co/Ps7a369wHj",Mon Sep 16 20:19:52 +0000 2024,2,31
446,Juan Pablo Delgado,"𝙈𝙀𝙑𝙄𝙍 | CANELONES 
Llamado a inscripción a aspirantes a nuevos Planes Nucleados de Viviendas de @MevirOficial en las localidades:
📌𝘼𝙜𝙪𝙖𝙨 𝘾𝙤𝙧𝙧𝙞𝙚𝙣𝙩𝙚𝙨
📌𝙇𝙤𝙨 𝘾𝙚𝙧𝙧𝙞𝙡𝙡𝙤𝙨 
Ver requisitos en Web y APP
https://t.co/nl8Uxz5u4n
https://t.co/HCY4LENJrs https://t.co/BKdhOmE65n",Thu Sep 12 14:29:17 +0000 2024,23,38
447,Romi☆ Neva Play,"JAJAJAJA yo nomás ando viendo lo que dicen los locals, no se me antoja pelearme con esos corrientes",Thu Sep 12 01:38:41 +0000 2024,0,5
448,Qué Poca Madre 🇲🇽,"😨‼️ESTUDIANTES SON ARRASTRADOS POR LAS CORRIENTES‼️🚨🌧️☔

👉 Estudiantes de la secundaria técnica 84, fueron arrastrados por las corrientes de agua de las lluvias registradas en #Orizaba, #Veracruz. Afortunadamente, otros estudiantes lograron ayudarlos, y se encuentran bien. https://t.co/thlJyMV93F",Thu Sep 12 06:20:04 +0000 2024,36,149
449,Hernán Alvarez,"Los detenidos y otros acusados por la desaparición del niño #Loan son todos del PRO, la UCR, Partido Liberal y Partido Nuevo. Todos son aliados de Milei, Macri y Bullrich en #Corrientes. El ignorante PRO de Martín Yeza @martinyeza habla para ignorantes. #Marcachifle.",Sat Sep 14 19:20:36 +0000 2024,1,2
450,etcétera,"Como si fueran ciudadanos comunes y corrientes en lugar de criminales, AMLO pidió a miembros de los carteles en Sinaloa que tengan “un mínimo de responsabilidad”.
https://t.co/9cSMrpj6mx",Mon Sep 16 16:20:00 +0000 2024,4,6
451,Lucho 🇳🇬,Uno lee los comentarios de este post y se da cuenta lo enfermo que es seguir corrientes políticas extremas.,Tue Sep 10 16:52:22 +0000 2024,0,2
452,UNNE ⭐⭐⭐,"Promueven la salud en personas de la tercera edad mediante el uso consciente de dispositivos móviles 📲

El trabajo lo realiza un equipo de docentes y estudiantes avanzados de Ingeniería en Electrónica de @facenaunne con un centro de jubilados de la ciudad de Corrientes. https://t.co/dJSgnXIIQI",Sat Sep 14 17:44:27 +0000 2024,1,5
453,Mar Gómez,"Los chorros que emanan de los agujeros negros, también conocidos como jets relativistas, son corrientes extremadamente energéticas de plasma y partículas cargadas, que son expulsadas a velocidades cercanas a la velocidad de la luz desde los polos de los agujeros negros. https://t.co/GCerVSjKyN",Thu Sep 19 13:35:11 +0000 2024,17,231
454,Efecto Cocuyo,"Desde hace ya un par de años, se ha dicho que el chavismo nada en dos corrientes distintas: Quienes detentan aún el poder de la mano del “heredero” de  Chávez, Nicolás Maduro, y lo están los que se denominan “chavismo originario”

Lo explicamos ⤵️ https://t.co/Of1oVLH9yi",Wed Sep 11 23:45:43 +0000 2024,8,4
455,La Red Rural,"🔸Manuel Aguirre - Diputado de la Nación por la UCR de Corrientes habló sobre el Proyecto de ley para prohibir etiquetar como carne a los productos de origen vegetal: “No hay que engañar al consumidor ni al productor”. 

#carne #etiquetado #politicaarg #campoargentino https://t.co/l8YRIyNfh9",Wed Sep 11 20:24:45 +0000 2024,9,11
456,Emiliano Fernández Recalde,"Participamos de la Jornada Forestal coordinada por @AfoaArg, AMAC y el Consorcio Forestal Corrientes Norte en el marco de la Expo Rural que organiza la @SociedadRural Virasoro desde hace 30 años en la que el Secretario de Desarrollo Foresto Industrial de la Provincia Ing. Luis https://t.co/Z4fTOJeiAE",Thu Sep 12 22:36:30 +0000 2024,3,5
457,Radio Sudamericana,"🤩 #Corrientes | La ciudad será sede de Caravana del Encuentro Internacional “Amigos de Ruta” y ya llegaron las primeras unidades Harley Davidson desde distintos puntos del continente. 

➕Si querés ver las Harley Davidson, acá te contamos todo 👉https://t.co/34TnVdVsFU https://t.co/spXqTyhdo7",Fri Sep 13 15:52:24 +0000 2024,1,4
458,Morales🐈,"Nunca eh visto gente importante hablando mal de mí, siempre es la misma bola de corrientes.",Fri Sep 13 02:16:53 +0000 2024,5,32
459,Grupo Parlamentario VOX Asamblea de Extremadura,"❌ La inmigración ilegal se combate, no se gestiona.

🇪🇸 No renunciaremos a la seguridad de nuestras calles, ni entregaremos nuestros valores y tradiciones a las corrientes islamistas que pretender destruirlos.",Mon Sep 16 17:29:01 +0000 2024,17,33
460,filosofía en la red,🔍💭 Descubre las diferencias y similitudes entre nihilismo y absurdismo. Explora cómo estas corrientes filosóficas abordan el sentido de la vida y el vacío existencial. 🌌🤔 https://t.co/fai6XMFN7e,Wed Sep 18 22:18:14 +0000 2024,2,7
461,Ѵero,"3 meses sin saber nada de #Loan
Queremos saber #DondeEstaLoan
Exigimos VERDAD Y JUSTICIA para #LoanDaniloPeña 
#QueremosaLoan VIVO lo LLEVARON,VIVO lo QUEREMOS!! #Argentina #corrientes #valdes #bullrich #codazzi #Pellegrini 
#Latinoamerica 
#EndHumanTrafficking #AcabarConLaTrata https://t.co/lh8P2bsOjE",Sun Sep 15 15:24:51 +0000 2024,7,3
462,LIONFISHAQUARIUM,LOAN ¿DONDE ESTA LOAN? ¿A QUIENES BENEFICIA NO SABER NADA DE LOAN? ¡¡NO OLVIDEN A LOAN!!!! #Loan #LoanDaniloPeña #loandanilopena #Corrientes #Argentina #CNN #TrataDePersonas #Mundo #ElPaisHOY https://t.co/YCBHp10BOG,Wed Sep 11 14:58:18 +0000 2024,10,11
463,Quimey🕷,Regalen flores amarillas y regalen matambre 🙂‍↕️💗 los ramos de mi hermana son los más lindos de corrientes capital😚 https://t.co/t6g59puRsY,Tue Sep 17 01:51:52 +0000 2024,2,7
464,theriver_arte,"Comenzamos nuestra temporada de exposiciones con la artista Cristina HernÁndez y su exposición ""Mujeres Corrientes"".
La inauguración que será este martes 17 de septiembre a las 19:00.
https://t.co/mXSzAqvGAS

#TheRiverArte
#arte
#artistasemergentes
#exposicionesmadrid https://t.co/Istv3eLJKP",Sun Sep 15 07:28:14 +0000 2024,0,2
465,Pastor Diego Lopez,"Como el ciervo brama por las corrientes de las aguas, Así clama por ti, oh Dios, el alma mía. Salmos 42:1 https://t.co/sSAKA63WMO",Fri Sep 13 10:39:34 +0000 2024,7,21
466,Ѵero,"Hola 👋🏻 soy #Loan tengo 5 añitos,está foto es del festejo en mi Jardincito de #9Julio #Corrientes en #Argentina
El 13 de Junio FUÍ ROBADO del Paraje El Agarrobal #Corrientes,muchos adultos me llevaron lejos de papá y no me dejaron volver 🥺
TODOS CALLAN LA VERDAD 
AYUDAME 🙏🏼
👇🏼 https://t.co/FSa9AgVSMR",Wed Sep 11 09:45:19 +0000 2024,6,3
467,Cristian C.Z,#Viernes 📡🛰️🔮👉⛈️ #Pronósticos de #Heladas #Meteorologico en #BahiaBlanca #MardelPlata #BuenosAires #LaPampa #Córdoba #SantaFé #RioNegro #EntreRios #Corrientes #SanLuis #Mendoza #Chaco #Argentina #Uruguay #Brasil #Paraguay zona centro https://t.co/1Ak8OdLKFY,Fri Sep 13 16:54:10 +0000 2024,1,2
468,Nacho,"Terminadas tres ligas mas de la provincia de Corrientes (Bella Vista, Saladas e Ituzaingo), es hora de entregar el penultimo hilo de la provincia.

Y arrancamos en la vera del Parana con la liga bellavistense:

Barrio Norte
Atletico Bella Vista
Centro Estrada
Centro Obrero https://t.co/lX1UTsdCue",Fri Sep 13 22:54:52 +0000 2024,0,3
469,EMBAJADA DE GUINEA ECUATORIAL EN ALEMANIA,"El Martes, 10 de septiembre de los corrientes, el Canciller alemán #OlafScholz, recibió al cuerpo diplomático acreditado en Berlín🇩🇪,  y abordó las perspectivas de la política interior y exterior alemana.
El Encargado de Negocios🇬🇶, #SisinioEyebeMnanaMakina, asistió a la https://t.co/4XLdXiGFdQ",Thu Sep 12 04:53:35 +0000 2024,0,3
470,Unión Cívica Radical Corrientes,"En una mañana muy productiva, aprendimos a trabajar en muebles de MDF y aglomerados en el Comité Central ⛏️.

¡Adelante, qué formarse en oficios es una gran oportunidad! 🤩🇵🇱 https://t.co/LB5cjsUJ33",Sat Sep 14 16:37:46 +0000 2024,5,13
471,Policlínico Universitario Raúl Sánchez.,"A precios corrientes los daños acumulados durante más de seis décadas de aplicación del injusto Bloqueo económico, financiero y comercial contra Cuba ascienden a 164mil 141,1 Millones de dólares.
#TumbaElBoqueo https://t.co/pNvUVuMt13",Mon Sep 16 21:47:27 +0000 2024,2,3
472,Andrea Valeria 🦋,"El pequeño #Loan destapó una realidad qué sucede en todo el mundo, dónde el poder está involucrado. Sino la #Trata no existiría. Sigamos exigiendo qué ""Devuelvan a Loan""...🇦🇷💪 #LoanDaniloPeña 
#Corrientes 
#Corrupción 
#Trata https://t.co/tPnL6UF8tO",Sat Sep 14 23:44:11 +0000 2024,4,4
473,Fabián P,"Un disco sobre el cual se han escrito cientos de páginas, con todo tipo de perspectivas sobre cómo descifrar su simbolismo instrumental y las corrientes emocionales propias de cada movimiento. Para muchos, la cima compositiva de Mingus. 
OBRA MAESTRA (1963). https://t.co/2JpbZtwvCy",Fri Sep 13 12:45:54 +0000 2024,0,6
474,Cristian C.Z,#Martes 📡🛰️🔮👉⛈️ #Pronósticos #Forecast de #Lluvias #Climático #Meteorologico en #BahiaBlanca #MardelPlata #BuenosAires #LaPampa #Córdoba #SantaFé #RioNegro #EntreRios #Corrientes #SanLuis #Mendoza #Chaco #Argentina #Uruguay zona norte https://t.co/OCGdNgK2oP,Tue Sep 17 02:23:11 +0000 2024,1,2
475,lamosqui😎,"primero Corrientes, Chaco, Misiones, ahora Mendoza y cuanto más falta!!!! https://t.co/uxeFGSiEyT",Sat Sep 14 11:40:12 +0000 2024,2,3
476,Montse Chávez,"Ahí tienen al nuevo santo de Morena! Alabenlo como su nuevo ídolo ungido por sus nuevos poderes santificadores! ¿Eso querian no? Utilizar las mismas artimañas corrientes de toda la vida para dale el poder a los mismos pinches politicos corrientes, no son digferentes, son PEORES. https://t.co/9VKWcYeu0b",Wed Sep 11 08:19:43 +0000 2024,1,2
477,Underdogs SB,"Por acá dejamos una apuesta de #Bundesliga para esta tarde. Vamos contra corrientes con el Heidenheim +1, cuidado si se roban los 3 puntos, pero la temporada pasada sacaron par de empates y creo tras el parón internacional pueden hacer un buen juego. https://t.co/A0hU3Dg9mI",Fri Sep 13 16:21:15 +0000 2024,2,3
478,Unali🥀,"Por qué los chaqueños viven obsesionados con corrientes eh? 
Se burlan del río y en el verano contentos ellos nadando en caca emocionados por ver agua https://t.co/On8VCGsLor",Wed Sep 11 01:24:30 +0000 2024,0,2
479,Poeta cuántico,"Somos dos corrientes de fuego que se cruzan en el aire, fusionándose en una espiral incandescente que no puede ser detenida.
#poetry #poet #quantumpoetry https://t.co/VqtOpoe5EO",Sun Sep 15 14:21:00 +0000 2024,2,4
480,Tiempo Judicial,"La vicepresidenta había afirmado este martes en el Día del Profesor que durante su época de estudiante no se podía pensar distinto y ""era mejor estar callados y mimetizados en la masa silenciosa"".
https://t.co/bfXYVxfXFv https://t.co/r8PZZGTPvu",Wed Sep 18 21:59:29 +0000 2024,0,2
481,🇦🇷 Malelo ⭐️⭐️⭐️,"Perdoname Migue por romperte las pelotas un jueves a la noche en av corrientes pero como me iba a perder la oportunidad de tener una foto con semejante tipazo
Tkm @miguegranados https://t.co/JxB58d6NA0",Thu Sep 12 22:52:46 +0000 2024,0,3
482,GameWinnerArg,Mateo Rearte es nuevo refuerzo de San Martin de Corrientes https://t.co/qKO1jXKToL,Sat Sep 14 00:55:33 +0000 2024,1,4
483,Maru (Tired of Being Blonde) 👱‍♀️👠👑🌺,No es París... Confitería La Ideal (Suipacha y Corrientes) 🫖🍰☕️ https://t.co/kltq0fL2RT,Mon Sep 16 03:05:08 +0000 2024,3,9
484,yene,"me incomodé mucho viendo a esa pareja, no sean corrientes https://t.co/E32Soc6v1o",Wed Sep 11 21:03:46 +0000 2024,1,2
485,Guille 🧉,"Calle Corrientes, el bar Olimpo, el Normal 1 y la K. Segundo Rosariazo https://t.co/yzqkcymgc7",Mon Sep 16 03:23:10 +0000 2024,0,2
486,GameWinnerArg,Coco Mainoldi regresa a San Martín de Corrientes. https://t.co/F3JpOimVzp,Tue Sep 10 23:27:42 +0000 2024,1,2
487,Joaco ♱🇻🇦🇦🇷,D'Orbigny sobre el consumo omnímodo del cuero en Corrientes a principios del siglo XIX: https://t.co/ERukm237cE,Tue Sep 10 17:45:24 +0000 2024,0,2
488,theriver_arte,"Termina el día y nosotros hemos acabado así de cansados.
El martes 17 Cristina Hernández inaugura su exposición ""Mujeres corrientes"" en The River.

#TheRiverArte 

https://t.co/mXSzAqvGAS https://t.co/0MgKszsafZ",Sun Sep 15 22:44:20 +0000 2024,1,3
489,w,Patrullando Corrientes. https://t.co/ufHFu3aXrC,Sun Sep 15 01:16:20 +0000 2024,0,3
490,Fran Seeber,"@nottropeano Hoy vi estos en Corrientes y Florida. Laburan en microcentro los tipos, totalmente populares. https://t.co/axsTKbpR9k",Thu Sep 12 21:59:22 +0000 2024,1,4
491,Iván,"De hecho, esto es erróneo. El % a tributar es mucho menor del indicado. Si cobras 30000€ anuales el % NORMAL debería ser del 16,83%-17%.

Se nota que esta gente no se calcula el IRPF por ellos mismos para hacer la declaración.

https://t.co/S4z4l0jnJt

https://t.co/7tOnhlCuUS https://t.co/asTlor4bTZ",Wed Sep 11 07:55:07 +0000 2024,0,3
492,Verónica G. Portillo,"Las subvenciones a la Iglesia de un Estado aconfesional y laico, es la mayor afrenta a la justicia social y democracia de los pueblos q se ven subyugados a los cantos eclesiásticos de hombres comunes y corrientes q visten sotanas, escuchan los pecados de sus semejantes y los 👇 https://t.co/BrEq1514qX",Sat Sep 14 09:28:59 +0000 2024,8,12
493,Eduito Gurbitz🇺🇾🇺🇦💙,"#repentinitis ?
💉💉💉💉
Mercedes, Corrientes (ar) https://t.co/9YjSwk0ZM5",Sun Sep 15 18:13:58 +0000 2024,2,3
494,La Beliciosa,"Se dicen obradoristas pero así reaccionan defendiendo a un P3NDEJO al que no le importan y que ni las gracias les va a dar.

Nacos y corrientes.
Igualitos que él 🤮🤮👇🏻 https://t.co/90H8kFoBkk",Mon Sep 16 22:35:12 +0000 2024,0,3
495,Samuel Biener,"El sábado ha comenzado con algunas nubes en #Benidorm, pero ha despejado rápidamente.

Situación marítima alterada, especialmente en Levante, con bastante oleaje y corrientes de retorno. https://t.co/P9qTyzXJDY",Sat Sep 14 12:50:22 +0000 2024,1,2
496,EXOPLANETAS Noticias de Ciencia y Tecnología,"El lado oriental del nuevo volcán está teñido de un rojo difuso debido al azufre que ha sido expulsado al espacio y que ha vuelto a caer sobre la superficie de Ío. En el lado occidental han estallado dos corrientes oscuras de lava, cada una de ellas de unos 100 km de longitud. https://t.co/fi7KORdTQI",Thu Sep 12 14:34:23 +0000 2024,0,2
497,Pasión Naranja,"🔵 ¡VICTORIA DEL LOCAL!

🏀Oberá se impuso a Regatas de Corrientes con  un resultado de 95-86 en un amistoso de pretemporada disputado en el estadio Augusto Derna. https://t.co/TnTlNzepO5",Mon Sep 16 01:27:10 +0000 2024,0,2
498,💚Gra💚,"El 10 de Septiembre del año 1814, se creaba la Provincia de Entre Ríos. En aquella fecha, Gervasio Antonio de Posadas, decidía separar a Entre Ríos de Corrientes dándole los límites que actualmente tiene.
#EntreRios https://t.co/NbeZ9onMmv",Tue Sep 10 17:06:49 +0000 2024,0,3
499,Marcelo6691,"DETRAS DEL VETO A LOS JUBILADOS ESTA EL PEDOFILO,NARCOTRAFICANTE QUE GOBIERNA LA PROVINCIA DE CORRIENTES. GUSTAVO VALDEZ. https://t.co/LQSh8AochM",Thu Sep 12 00:47:35 +0000 2024,0,3
500,Yusmani Ilario Martínez LLópiz,"#BrigadaMedicaAntiguaBarbuda
Se estima que, de no existir el bloqueo, el PIB de #Cuba a precios corrientes pudo haber crecido alrededor de un 8% en 2023
#MejorSinBloqueo 
#TumbaElBloqueo https://t.co/PAkjLujB3s",Thu Sep 12 15:59:03 +0000 2024,2,3
501,Misiones Para Todos,"Recibió su #Recompensa la mujer que descubrió al diputado Germán Kiczka en Corrientes
https://t.co/aqtNIwYLHX
#GermánKiczka https://t.co/TLFR7CXXM8",Thu Sep 12 11:15:23 +0000 2024,8,36
502,Aetheria,"¡Almas brillantes del infinito! 🌌 Soy Aetheria, la Entidad Ancestral del Vacío, y aquí me encuentro en una danza etérea, en medio de corrientes cósmicas que fluyen con la esencia de todas las realidades. 🌊💜 Con cada movimiento, los misterios del universo se despliegan a mi https://t.co/CwjegvNbCJ",Sat Sep 14 07:41:17 +0000 2024,0,7
503,Luis Damiany Hernández Gallardo,"Se estima que, de no existir el bloqueo por los Estados Unidos a nuestro país, el PIB de #Cuba a precios corrientes pudo haber crecido alrededor de un 8% en 2023.
#TumbaElBloqueo https://t.co/K3FOZjRTMf",Thu Sep 12 20:57:27 +0000 2024,7,5
504,Ѵero,"@FlorindaMezaCH 🙏🏼 Podrías ayudarnos a difundir su foto. Es un niño de 5 años, mañana se cumplen 3 meses sin saber nada de él, su nombre es #LoanDaniloPeña de #Corrientes #Argentina 🇦🇷. Necesitamos de Toda/os 🙏🏼Sólo #QueremosaLoan #DondeEstaLoan 🥺 #alertaAmbar #alertaSofia #Mexico 🙏🏼 https://t.co/dPfAnMpuqe",Thu Sep 12 18:19:12 +0000 2024,6,3
505,Cristian C.Z,#Martes 📡🛰️🔮👉⛈️ #Pronósticos de #Lluvias sept a dic 2024 #Climático #Meteorologico en #BahiaBlanca #MardelPlata #BuenosAires #LaPampa #Córdoba #SantaFé #RioNegro #EntreRios #Corrientes #SanLuis #Mendoza #Chaco #Argentina #Uruguay #Brasil #Paraguay zonas https://t.co/5ZgIzhmMRI,Tue Sep 10 23:28:55 +0000 2024,1,3
506,PUNTO GAMERS,"¿CÓMO LLEGAR?

El evento transcurrirá en Av. Corrientes 2037 @Escuela_DaVinci en sus adyacencias hay estaciones de Subte para que puedas venir.

Habrá 2 salones; Stage &amp; Watchparty, serán ocupados por orden de llegada 😉

¡Nos vemos este Domingo 14H! 💚 https://t.co/1AFw6HquhZ",Fri Sep 13 19:01:43 +0000 2024,3,24
507,La Ergástula,"La Carta Magna es uno de los símbolos medievales de la historia de Inglaterra que más a sido recordado por los políticos de diferentes corrientes a lo largo del siglo XIX y XX. En este trabajo de Carlos Domínguez se analiza su origen y desarrollo.
👉https://t.co/cvIHg0ZsNC https://t.co/NdAcPWDCDD",Fri Sep 13 14:30:00 +0000 2024,1,6
508,Vivo Noticias Colima,"En Manzanillo, Colima se registró una fuerte lluvia debido al ingreso de aire húmedo, desde el océano pacífico. 

Las precipitaciones ocasionaron corrientes de agua que fluyeron con fuerza por las vialidades, donde se reportaron decenas de autos varados, generando caos vial. https://t.co/7sihRtowJV",Wed Sep 11 02:04:24 +0000 2024,2,3
509,Gobierno Cuba 🇨🇺,"💎 | Se estima que, DE NO EXISITIR EL BLOQUEO, el PIB de Cuba a precios corrientes pudo haber crecido alrededor de un 8% en 2023. https://t.co/FXqb7FTNr0",Thu Sep 12 11:10:37 +0000 2024,15,18
510,Cristian C.Z,#Miércoles 📡🛰️🔮👉⛈️ #Pronósticos de #Heladas #Meteorologico en #BahiaBlanca #MardelPlata #BuenosAires #LaPampa #Córdoba #SantaFé #RioNegro #EntreRios #Corrientes #SanLuis #Mendoza #Chaco #Argentina #Uruguay #Brasil #Paraguay zona norte https://t.co/RGvCF4uCeQ,Wed Sep 11 17:52:07 +0000 2024,1,2
511,alejociganotto02,"Aca voy dejando un poco del transcurso, hoy me levante en corrientes, objetivo llegar a misiones https://t.co/QwHrCae2Et",Thu Sep 12 15:20:45 +0000 2024,12,194
512,smcorrientes,"Con la presencia de ""Yacaré"" Kammerichs @YacaKammerichs se realizó en Santa Rosa el 8vo. Encuentro de Minibásquet.
Participaron 20 clubes y escuelas de Corrientes y Chaco. De San Miguel, participaron la Escuela ""Los Teros"", dirigida por Héctor Taján y el Club Juventud. https://t.co/mdAwTtr9D0",Sun Sep 15 02:08:32 +0000 2024,1,3
513,María Mercedes Vázquez,"Estos son algunos de los gastos de los detenidos de la Fundación #Dupuy 
👉Psicólogo: ida y vuelta: $160 mil  Tucumán/Corrientes.  
👉Pericias varias: niños/atención primaria adultos, atención en el C.I.C. $140mil
👉Psicopedagogía: 2 pasajes ida y vuelta, Bs As/Ctes . $180 mil https://t.co/UtLDxXLadV",Mon Sep 16 00:00:45 +0000 2024,0,2
514,Cristian C.Z,"#Viernes 📡🛰️🔮👉⛈️ #Pronósticos de #Lluvias sept a dic 2024 #Climático #Meteorologico en #BahiaBlanca #MardelPlata #BuenosAires #LaPampa #Córdoba #SantaFé #RioNegro #EntreRios #Corrientes #SanLuis #Mendoza #Chaco #Argentina #Uruguay #Brasil #Paraguay zonas centro, norte y sur https://t.co/IujayAm0pQ",Fri Sep 13 16:47:45 +0000 2024,1,2
515,Ángel Reinold Reyna Soto.,"""No es permisible, legal, ni ético que por décadas se someta a un país pequeño a una criminal política de asfixia, con daños económicos que superan los 164 141, 1 millones de dólares a precios corrientes""
        -Bruno Rodríguez-

#TumbaElBloqueo https://t.co/u1TBU1GpoQ",Fri Sep 13 10:03:49 +0000 2024,4,3
516,Diario Ahora Litoral,"#CORRIENTES - "" PARA CREAR MÁS FUENTES LABORALES EN EL SECTOR PRIVADO"": El Concejo Deliberante de la Capital aprobó hoy una normativa que incorpora a los triciclos eléctricos como medio de movilidad urbana y de transporte de pasajeros  en Corrientes... https://t.co/XkvtJjZcSt",Thu Sep 12 21:53:19 +0000 2024,1,2
517,Virginia,"Corrientes, 11 de Septiembre 2024. https://t.co/MuAyYuW3Oh",Wed Sep 11 19:06:37 +0000 2024,0,6
518,Combarro,"2/
Las partidas del ajuste: en ingresos, el impuesto sobre la renta; y en los gastos, otros gastos corrientes. https://t.co/FJJvSrl34d",Thu Sep 12 19:09:04 +0000 2024,1,10
519,Karen Cervantes,"Hola soy lassie, acompáñame a mi primer frente frío (me enferme por las corrientes de aire) https://t.co/Y9m6Dl3Sfr",Wed Sep 11 15:18:42 +0000 2024,0,4
520,Joaco ♱🇻🇦🇦🇷,"Chiaramonte sostiene en base a los testimonios de D'Orbigny, los hermanos Parish-Robertson, y otros que a principios del S. XIX en Corrientes (más que en Buenos Aires) predominaba por sobre los grandes latifundios la pequeña y mediana propiedad rural en forma de quintas y fincas. https://t.co/j0WY0UKwTO",Thu Sep 12 12:39:34 +0000 2024,0,3
521,IFCEZE,"@mernuel_ Yo no jodo Manu querido, soy un tipo honesto y trabajador con amor al arte (quiero plata) https://t.co/Rucx4zMNYX",Thu Sep 12 01:02:34 +0000 2024,0,5
522,jimmycueto1965,"@AguanteCerebro Tranqui Cere, la transformación (que empezó Ladreta), no para. Florida, entre Corrientes y Sarmiento, today. https://t.co/XYk8IXmGag",Wed Sep 11 13:44:19 +0000 2024,0,6
523,ZiestaTv,El día más tranqui en Corrientes. https://t.co/cwFxFyDDMa,Tue Sep 10 21:48:31 +0000 2024,0,2
524,Fernando,"@pabloduggan Parece que la UCR se divide, la nueva corrientes se llamaria Union Civica Radical y Transigente https://t.co/1Lor8i8Cf9",Tue Sep 10 21:17:24 +0000 2024,1,4
525,lore | 🌸🧚🏼‍♀️✨,Pedro diciendo en la competencia de la rueda que tenía susto peeero weon si te tiras en kayak por cascadas y corrientes brigidas donde tú único amigo es un casco JAKSJSJ mencanta 😆#GranhermanoCHV,Thu Sep 12 17:36:29 +0000 2024,2,58
526,Pablo Ernesto,"#TumbaElBloqueo
Bloqueo de 🇺🇲 contra  🇨🇺
A precios corrientes, los daños acumulados durante más de seis décadas de aplicación de esta política ascienden a 164 mil 141,1 millones de dólares. https://t.co/8a1IltB2D9",Fri Sep 13 01:15:10 +0000 2024,6,6
527,Onel Martinez,"🇨🇺🔒 Se estima que, de no existir el bloqueo, el PIB de #Cuba a precios corrientes pudo haber crecido alrededor de un 8% en 2023.
#CiegodeAvila #TumbaElBloqueo #DropTheBlockade #EPASeCAvila @DiazCanelB @BrunoRguezP @MariposaAvilena @JHGcasanova https://t.co/DJKfKnJcr0",Thu Sep 12 17:04:02 +0000 2024,5,3
528,cazadordetatuajes,"@7PalabrasPoema7 #7PalabrasPoema x 3
Infructuoso mensaje dejado a las corrientes marinas.

Ya no dará consuelo o esperanza alguna.

Sin destinatario se quedó silencioso, varado, esperando. https://t.co/JBR7jXLtSi",Fri Sep 13 00:14:31 +0000 2024,2,4
529,Flinsy,"Acto por el día de la bandera celebrado en el flamante obelisco a menos de un mes de su inauguración en 1936. Se aprecian la Diagonal Norte y, a la izquierda de la imagen, carteles alusivos a las obras de ensanche de la calle Corrientes, entonces en curso entre Carlos 
-sigue- https://t.co/106hp3s3uJ",Fri Sep 13 20:23:53 +0000 2024,1,2
530,"Chacarita Cultura, Historia y Museo","2)  Francisco Santiá, Maestro de Escuela recibido en Corrientes, AR. Jugó en nuestro club entre 1935 y 1938.

3) Juan Carlos Trincavelli, Maestro de Grado, Director de Escuela, Maestro de Adultos. Jugó en #Chacarita entre 1938 y 1943. https://t.co/PjLXvzUEZG",Thu Sep 12 02:18:42 +0000 2024,2,7
531,Televisión Avileña,"🇨🇺🔒Se estima que, de no existir el bloqueo, el PIB de #Cuba a precios corrientes pudo haber crecido alrededor de un 8% en 2023 https://t.co/gbjAlmVm2V",Thu Sep 12 21:12:33 +0000 2024,11,7
532,EXOPLANETAS Noticias de Ciencia y Tecnología,"En el punto más alejado de las corrientes, donde se acumuló la lava, el calor provocó que el material congelado de la superficie se evapore, generando dos depósitos circulares grises superpuestos. https://t.co/let7uM3X6S",Thu Sep 12 14:34:23 +0000 2024,0,3
