Tweet_count,Username,Text,Created At,Retweets,Likes,Location
661,AlHilal Saudi Club,"⏳ 10 minutes until our King's Cup defence gets started ⚽️

#AlHilal https://t.co/4k3oD1jt2j",Tue Sep 24 15:25:03 +0000 2024,303,1414,
662,JamesofGod,"Somebody say Steezeeeeeeee🔥🔥🔥🔥

#BishopDavidOyedepoat70 https://t.co/v97qQwGCtI",Tue Sep 24 15:26:07 +0000 2024,1087,11968,
663,Rep. Brian Mast,"WATCH NOW: Secretary Blinken defied a congressional subpoena.

This leaves the House Republicans only one option: We will hold him in contempt of Congress. https://t.co/oeihD9lew6",Tue Sep 24 15:21:57 +0000 2024,350,1110,
664,Vince Langman,"Speaker Johnson said it would be ""political malpractice to shut the government down."" 
Thoughts? https://t.co/Sw7waYXMPY",Tue Sep 24 15:27:03 +0000 2024,140,457,
665,Chris Bryant,"Jeremy McNichols absolutely destroys Germaine Pratt on this play. 

What a block. #RaiseHail https://t.co/1tsDRFqZhg",Tue Sep 24 15:24:08 +0000 2024,81,892,
666,Rep. Scott Perry,"Secretary Blinken has lied to the American people in fantastic fashion. He lied decidedly, intently, and purposefully to help ensure the election of Joe Biden. He did that. We all know that. The record is clear. https://t.co/xI3HDZKhpy",Tue Sep 24 15:20:34 +0000 2024,631,1451,
667,Sheggz Olusemo,Light drip  🍾😮‍💨 https://t.co/SDk0QrAJ5z,Tue Sep 24 15:21:13 +0000 2024,284,2863,
668,Proud Elephant 🇺🇸🦅,"PRESIDENT TRUMP IN PA: ""This woman came in with three apples. She put them down at the cash register and she realized she couldn't afford three. Then she went and brought one back. She brought two instead of three. That shouldn't be this country."" https://t.co/Mj4hENq9oC",Tue Sep 24 15:22:01 +0000 2024,163,774,
669,Ali Gatie,Pray for Lebanon ❤️,Tue Sep 24 15:21:19 +0000 2024,76,285,
670,the art devil,"#csm178 Finding it appropriate that when we finally get Asa's internality back, it's her coming to an utterly horrific realization. Her denial, her dissociation, her borderline stupor, all shattered in a single impossibly violent instant. https://t.co/HjzKhE6vgQ",Tue Sep 24 15:22:13 +0000 2024,450,7269,
671,Harry Haslam. #EndTheGenocide,"‘Sir, they won’t release the sausages’ https://t.co/QnTc2mTd46",Tue Sep 24 15:28:55 +0000 2024,701,7821,
672,♡,Acting.                    Fashion.                Music. https://t.co/sajN01THug,Tue Sep 24 15:21:07 +0000 2024,944,5886,
673,💎Practical Stocks🦍🚀,BREAKING: $AMC SI EXPLODES to 53M Shares Short!! https://t.co/xN5AERXEE2,Tue Sep 24 15:27:37 +0000 2024,90,518,
674,RHC,"His Majesty King Abdullah II: The attacks of October 7 on Israeli civilians last year were condemned by countries all over the world, including #Jordan, but the unprecedented scale of terror unleashed on #Gaza since that day is beyond any justification
#UNGA",Tue Sep 24 15:25:59 +0000 2024,61,110,
675,🇺🇸 Pismo 🇺🇸,BREAKING: Ryan Routh’s son arrested for possession of child p**n. https://t.co/nDe2tTYD3G,Tue Sep 24 15:27:22 +0000 2024,88,145,
676,Interesting STEM,Amazing hidden door ideas https://t.co/r2sNZZ5ehR,Tue Sep 24 15:20:53 +0000 2024,88,380,
677,Pop Core,Female artists with most Billboard Hot 100 #1’s based on the writing credits: https://t.co/gB3hyOhEdS,Tue Sep 24 15:20:46 +0000 2024,596,5793,
678,Craig Hoffman,"Sam Cosmi is downright hilarious on this play. First - tremendous job finding work and absolutely displacing a 300 lbs human.

Second - he realizes Jayden isn’t running and he can’t get downfield, so he falls over backwards to avoid a penalty. https://t.co/PauW21FJoT",Tue Sep 24 15:20:27 +0000 2024,263,3930,
679,Adam Schefter,Hall-of-Fame QB Brett Favre announced that he recently was diagnosed with Parkinson’s Disease. https://t.co/dU0RL0nmsH,Tue Sep 24 15:25:18 +0000 2024,1373,19680,
680,Green Lives Matter,That Keisha Diddy Reference hits different nowadays... https://t.co/qDxHhc9n7o,Tue Sep 24 15:21:21 +0000 2024,105,243,
681,YuGiOh News,"❰𝗥𝗮𝗴𝗲 𝗼𝗳 𝘁𝗵𝗲 𝗔𝗯𝘆𝘀𝘀❱
Here’s a first look at all the new “Mermail” “Atlantean” cards from the upcoming set “Rage of the Abyss”❗️🌊🧜🏼‍♂️🧜🏼‍♀️

Source: MST. TV
#遊戯王 #YuGiOh #유희왕 https://t.co/n8NJdd3mIf",Tue Sep 24 15:22:16 +0000 2024,84,701,
682,THE FOOTBALL SPEAKER BOX,"Man City’s equalising goal should have been disallowed. 

But why ??

Look at Gvardiol circled, continuously pushing Lewis-Skelly until he is ‘out of the way’ of the incoming shot by Kovacic. 

VAR must have missed this on the check. 

Stuart Atwell btw. https://t.co/11v4cLVSy6",Tue Sep 24 15:28:52 +0000 2024,401,3517,
683,Libs of TikTok,"BREAKING: New estimates reveal that an Oregon DMV ""mistakenly"" registered more than 1,200 illegal aliens to vote, which is 4x higher than the estimate released earlier this month.

Democrats said this wasn't happening... https://t.co/3wXgedigBA",Tue Sep 24 15:27:24 +0000 2024,10412,25460,
684,Men Money Mindset,You will never achieve anything great if you ejaculate regularly,Tue Sep 24 15:28:00 +0000 2024,770,8006,
685,Vox Virtutis,Duty is eternal. https://t.co/zxUUThEOFJ,Tue Sep 24 15:24:20 +0000 2024,95,906,
686,teo,"THEY CALLED YOU A BUM AND A FRAUD, THEY SAID YOU HAVE NO CHANCE AGAINST THE HERO OF HELL AND YOU COOKED HIS ASS
#chainsawman https://t.co/QHp6NKgdfQ",Tue Sep 24 15:21:52 +0000 2024,420,6387,
687,Tex-Mex Trumpian,"Liberals are satanic beings who will NEVER know this kind of love! Most are pedophiles, degenerates, or just plain empty. I'll name three: Bill Clinton, JLO, Diddy. 

""Husband forgot his lunch so his wife brought it for him, richest man on earth 🥹 ❤️"" 
 https://t.co/vgeOqnPbfx",Tue Sep 24 15:20:11 +0000 2024,79,488,
688,minji pics,phoning update https://t.co/UQTdRjRCu2,Tue Sep 24 15:28:33 +0000 2024,1374,11285,
689,A.VICTOR,Being so financially stable that you forget it’s payday &gt;&gt;&gt;&gt;&gt;,Tue Sep 24 15:20:21 +0000 2024,22915,130985,
690,౨ৎ,i love rhaenyra’s bratty attitude https://t.co/TydSL6rWrA,Tue Sep 24 15:21:37 +0000 2024,494,8566,
691,ؘ,"sabrina carpenter, the sexiest woman in the world https://t.co/3bELwgSd8m",Tue Sep 24 15:20:08 +0000 2024,1446,26402,
692,砂吹（SUNAFUKI）,"JUBILEE🎇
#xmen https://t.co/L4sBJ8Gypx",Tue Sep 24 15:20:00 +0000 2024,4039,26404,
693,수,dragon🫡 https://t.co/AtwxyW8eE0,Tue Sep 24 15:19:39 +0000 2024,1513,16510,
694,anton pics,anton sleeping 💤 https://t.co/DThxb6C8Cs,Tue Sep 24 15:21:16 +0000 2024,328,1265,
695,Aoiro ☆ commissions open!,Sunflower 🥲 #omorifanart https://t.co/eL43Qyfcsa,Tue Sep 24 15:23:39 +0000 2024,749,4478,
696,Faithful Messenger,Trust in the Lord with all your heart. https://t.co/dO3yRDNWzI,Tue Sep 24 15:20:12 +0000 2024,288,3341,
697,TWO TERTY,Make someone come tell me say He no get interest. Them go see https://t.co/2fsfQaGbwU,Tue Sep 24 15:26:45 +0000 2024,20,178,
698,Steve 🇺🇸,"Joe Biden warns of “all-out” war in Lebanon.

This will not get any better if Kamala Harris gets elected.

She is the fvcking VP right now!

If you vote for Kamala Harris, get your combat boots ready soyboys — because you’ll be going to war.",Tue Sep 24 15:25:55 +0000 2024,272,813,
699,Collin Rugg,"JUST IN: Would-be Trump assass*in's son, who once called himself a ""reasonable person"" because he didn't like Trump, arrested on child p*rn charges.

Ryan Routh's son Oran Routh was arrested after investigators say they found hundreds of files.

The discovery came while https://t.co/ral1PjpGFE",Tue Sep 24 15:20:19 +0000 2024,9249,31611,
700,Mr_NITHYAA,Anushka Shetty mermaid show 🔥 https://t.co/RhKS7hLmt7,Tue Sep 24 15:20:00 +0000 2024,8,78,
701,League of Legends ES,Heavy is the crown 👑 https://t.co/lp5CAmwTLz,Tue Sep 24 15:20:18 +0000 2024,399,4245,
702,nikisha🌻🌞,"Kendrick been rockin many different hairstyles throughout his life &amp; career

Which one’s yall favorite? https://t.co/J074mfyx1F",Tue Sep 24 15:23:16 +0000 2024,194,3880,
703,Chester Shots,"Linkin Park is trending, so no better time to bring back this beauty from Chester.

 https://t.co/CggbQ8Jpsw",Tue Sep 24 15:26:15 +0000 2024,436,2431,
704,ace 🩺,"vere cutesy, very coquette 🎀🩷🌸🫧🦢🩰 https://t.co/zY8Egt9Zne",Tue Sep 24 15:27:33 +0000 2024,790,3167,
705,Fai🇵🇸,doodle https://t.co/hF0LbXCugn,Tue Sep 24 15:26:47 +0000 2024,510,2718,
706,✕ (2-1🤘🏽),My sense of humor is so cooked https://t.co/rbG6r3PM6q,Tue Sep 24 15:19:32 +0000 2024,44249,570774,
707,CristianoXtra,"The only midfielder in history to score 900 career goals.

Cristiano Ronaldo is insane 🤯🐐 https://t.co/EtdFBzvH4Z",Tue Sep 24 15:19:36 +0000 2024,460,8098,
708,عيدروس الزُبيدي - Aidaros Alzubidi,At the Opening Session of #UNGA79 with fellow world leaders to pursue diplomatic solutions to global and local challenges. This is the second year running we attend #UNGA to ensure the voice of our people is represented at the highest levels. https://t.co/xUjApkYzXA,Tue Sep 24 15:19:11 +0000 2024,157,427,
709,thethiny 🐰🍉,New Takeda skin https://t.co/B1Uly4AjKN,Tue Sep 24 15:19:18 +0000 2024,101,1848,
710,†,when they use the rice serving spoon to serve stew https://t.co/kzKQ4CFQq8,Tue Sep 24 15:18:44 +0000 2024,3218,12380,
711,Esta,"This is HILARIOUS‼️
Drop a 💙 if you agree https://t.co/XChPvt5jbA",Tue Sep 24 15:19:08 +0000 2024,342,1044,
712,Brian Maierhofer,"I'm a therapist.

When I was young, I wasted years of my life partying with zero direction...

Then I found Carl Jung's letters on how to conquer evil and manifest your destiny.

Here are his 7 Laws for Finding Your Life’s Purpose: https://t.co/7ScDyX2Qfh",Tue Sep 24 15:20:22 +0000 2024,1881,12087,
713,Pop Base,"Thailand's Marriage Equality Bill was published in the Royal Gazette after being endorsed by King Maha Vajiralongkorn.

The law will officially come into effect in 120 days. https://t.co/cAEUKrt3ax",Tue Sep 24 15:18:49 +0000 2024,7270,34869,
714,I am Chege,"If this post appears on your TL, retweet for Rex Kanyike Masai. Forever in our hearts. 🕯️🕯️🕯️🕊️
#RutoMustGo https://t.co/994cvquLHO",Tue Sep 24 15:19:12 +0000 2024,2659,4876,
715,Bruce McGonigal,"🇨🇦🪖Video : Pierre Poilievre says the Liberals are ashamed of Canada. Pierre points to the removal of Vimy Ridge &amp;  Terry Fox from the Canadian passport.

Pierre also slams Justin Trudeau's bizarre behavior overseas during his trip to India &amp; the funeral of Queen Elizabeth II. https://t.co/Cq5ahiZ38K",Tue Sep 24 15:20:09 +0000 2024,834,3863,
716,Libs of TikTok,BREAKING: Ryan Routh’s son arrested for possession of child p**n. https://t.co/eEG7qhpo6S,Tue Sep 24 15:20:03 +0000 2024,5505,31465,
717,PFF,"The highest-graded QB of Week 3

Jayden Daniels 👀 https://t.co/K559TjbZKS",Tue Sep 24 15:20:33 +0000 2024,602,5127,
718,Senate Judiciary Committee,Former Watergate prosecution counsel: I’m not interested in attacking the Court. The Supreme Court “brought criticism upon itself” with the Donald Trump immunity decision. https://t.co/AL90B7hBWQ,Tue Sep 24 15:19:34 +0000 2024,7220,21877,
719,DM Pelley 🛸,"This photo is *purportedly* the wreckage of UAP #20 that was shot down near Deadhorse Alaska.
Of note: the photo goes through spurts where it is visible online, followed by periods where it seems to get scrubbed from view. 🤷
#ufoX #uap #EndUAPSecrecy https://t.co/oj9Smb8MRv",Tue Sep 24 15:24:43 +0000 2024,435,3008,
720,Gunther Eagleman™,Why is it always a democrat...? https://t.co/BrnxewqQrB,Tue Sep 24 15:22:00 +0000 2024,732,2406,
721,Slothana,"If I don’t see ya later, it’s probably because I’m napping. 🦥 https://t.co/wxSGrBA0z3",Tue Sep 24 15:20:07 +0000 2024,79,311,
722,Frank McCormick,"I was a teacher for 12 years and not once did anything the Department of Education do make my job easier or improve outcomes for my students.

It should be abolished.",Tue Sep 24 15:24:51 +0000 2024,1522,16644,
723,Miranda Devine,I hope his UN audience seize the opportunity while in New York to pick up a copy of my new book “The Big Guy” to learn the real story of Joe Biden. Hint: it’s not selflessness! https://t.co/dn6tqd5igI,Tue Sep 24 15:20:47 +0000 2024,172,634,
724,GravityGooner✨,"Micheal Oliver is corrupt!!

You’re standing right there! 
You don’t see what Akanji does to Gabriel but first challenge on a City player is a foul?? https://t.co/hPpIWCxtnl",Tue Sep 24 15:26:13 +0000 2024,1387,7625,
725,Reads with Ravi,"“A calm mind, a fit body, and a house full of love. These things cannot be bought. They must be earned.” — @naval 

 https://t.co/kTyqNJLFVD",Tue Sep 24 15:21:41 +0000 2024,1276,8911,
726,blossom library,Purple tulips https://t.co/pvU8Y3qfLg,Tue Sep 24 15:17:14 +0000 2024,1120,5752,
727,Fights Bro,"He got caught with a 6yr girl, is this a light punishment for him? https://t.co/qCuW6i6ifS",Mon Sep 23 21:13:50 +0000 2024,10791,206119,
728,kakasloi 🔻☭,GERMANY 2024: More than 9 German police officers arrested a 10-year-old child after chasing him during the pro-Palestine march in Berlin. He is a CHILD ! https://t.co/cYPDkLeCec,Sat Sep 21 19:45:34 +0000 2024,21061,42701,
729,kira 👾,lil bro was fighting for his life😭😭 https://t.co/ifrH3VOuzb,Sat Sep 21 21:50:38 +0000 2024,7885,184430,
730,💖,Moo deng is never dry or calm😭 https://t.co/FqMN7VE8G9,Mon Sep 23 12:39:57 +0000 2024,11679,94637,
731,lew,September got somewhere to be or something? https://t.co/6qGbzUkTvu,Sun Sep 22 23:35:11 +0000 2024,43611,329564,
732,Zero | Eternity In A Box,"//#csm178
Fujimoto you are such a sick fuck for this guy wrenching parallel oh my god...

Inverting it completely from Denji saving the lives of the innocent by being revived, to Pochita taking the lives of hundreds of innocent children by reviving https://t.co/hfIBXpkcHB",Tue Sep 24 15:16:53 +0000 2024,1287,15577,
733,RAW EGG NATIONALIST,Men only want one thing and it's absolutely cosy. https://t.co/JPoG5kdnJr,Sun Sep 22 20:18:24 +0000 2024,18176,170668,
734,Gunther Eagleman™,Time to vacate the chair…?,Tue Sep 24 15:14:07 +0000 2024,8209,32352,
735,kira 👾,looking back at diddy interviews is insane now that we know everything he’s done https://t.co/lYQWz9vX78,Sat Sep 21 20:37:03 +0000 2024,8181,144316,
736,Troll Football,"Bro is on loan and tackled his own team mates like this 💀

https://t.co/MpZhXRpL9b",Sat Sep 21 08:31:51 +0000 2024,6649,116118,
737,Punch Cat,she looks shy 🥹 https://t.co/dbvXtym0ml,Mon Sep 23 04:21:44 +0000 2024,20042,172186,
738,ConcernedApe,Release date for Stardew Valley console &amp; mobile 1.6 update: November 4th,Sun Sep 22 20:35:07 +0000 2024,13143,99964,
739,George Conway,It’s too late to debate.   Don’t ask again.   He’s not coming out. https://t.co/xuQnxAdUei,Sun Sep 22 14:25:48 +0000 2024,9066,37743,
740,ryan 🤿,old footage resurfaces of Ne-Yo’s baby momma calling him “Diddy Jr.” and saying he is going to get caught for his “Freak Offs” https://t.co/zk1EIeA6l8,Mon Sep 23 18:44:04 +0000 2024,9648,95655,
741,m ✨,fall hermes tones https://t.co/AaeRgGVdCQ,Tue Sep 24 15:17:28 +0000 2024,2084,18602,
742,Robert Griffin III,Jayden Daniels just played the game of his life. Set an NFL record for the highest completion percentage in a game EVER for a rookie. Had more total touchdowns than incompletions. And what does he do when asked about it? He gives All THE GLORY TO GOD. He gets it. He TRUSTS GOD. https://t.co/UQuz1qDxjs,Tue Sep 24 03:16:31 +0000 2024,7141,110828,
743,evan loves worf,Cards against humanity’s website explaining why they’re suing Elon is pretty fucking good https://t.co/T5SIV23mmo,Fri Sep 20 23:17:23 +0000 2024,63497,513410,
744,Imtiaz Mahmood,Lebanon was living in peace and tranquillity in 1976 and then came Hezbollah. https://t.co/9zXKDFUGse,Tue Sep 24 14:35:37 +0000 2024,9481,49175,
745,Formula 1,"Danny Ric ❤️

An emotional Daniel Ricciardo speaks after the #SingaporeGP https://t.co/53hD09HZ4z",Sun Sep 22 14:46:24 +0000 2024,8921,99544,
746,Avn,"""Are you all ready to learn how to make the best devil designs?""

Tabata sighed*
Horikoshi gulped*
Gege choked*

""Yes Fujimoto sensei""
The all said in unison

#csm178 https://t.co/BHw6t2dvNE",Tue Sep 24 15:10:16 +0000 2024,1690,22124,
747,✧༺༻∞,all black looks - Schiaparelli ‘23 https://t.co/TH62uFdZNe,Tue Sep 24 15:10:16 +0000 2024,2505,16763,
748,Zero | Eternity In A Box,"//#csm178
Asa going from standing behind her as a witness to her actions to now being in her place as the one COMMITING them, her disassociation from Yoru finally breaks and she now realizes SHE is also the one who's commiting these actions too...

God I fucking love chainsaw man https://t.co/g0L50WWzeE",Tue Sep 24 15:11:25 +0000 2024,1038,12100,
749,Linda Pro League 🦦,"production crew: how cool is faker gonna be
animators: yes https://t.co/GMs3vV6gxQ",Tue Sep 24 15:14:03 +0000 2024,3207,37841,
750,i preach money .,Some new dating sites . https://t.co/dffluOFmFG,Tue Sep 24 15:14:07 +0000 2024,2004,17827,
751,K Dot,still got love for ya but i use to love u more,Tue Sep 24 15:15:34 +0000 2024,1267,3757,
752,Gooner Chris,"Embrace the dark arts 🧙‍♂️

https://t.co/4AuJ8b1Sv9",Tue Sep 24 15:08:54 +0000 2024,1275,13509,
753,Kumi,"csm178

Denji didn’t get a beating like this since Reze https://t.co/8bLUIemiE4",Tue Sep 24 15:16:17 +0000 2024,647,16538,
754,Mamo M. Ake,Chris brown is coming to South Africa 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭We will be there!!!!!!!!!! https://t.co/kzFZryTFhj,Tue Sep 24 15:10:00 +0000 2024,319,2773,
755,John Kennedy,"Democrats are chronically misrepresenting the Supreme Court’s decision on presidential immunity.

The Court is upholding our country’s checks and balances.

Democrats try to destroy those checks whenever they can’t get their way. https://t.co/bfoJ1hi5Fl",Tue Sep 24 15:09:27 +0000 2024,3010,9898,
756,Bernie,"U.K. - In his Wurst moment yet … 

Keir Starmer calls for the  “return of the Sausages” in his first Speech.

surely this is a cry that can unite all British people! 

Bring back the sausages! https://t.co/Z0MqqFKBQd",Tue Sep 24 15:13:41 +0000 2024,756,4246,
757,Beech Fit.,"Let's go JUSTIN 🔥🔥🔥

Consistency is all it takes 👊

💪💪💪💪💪 https://t.co/n1Zpb2nMc3",Tue Sep 24 15:15:23 +0000 2024,97,2799,
758,Money Mantra,"Drop ""777"" to Claim this bank balance. https://t.co/GfUNaIT0YA",Tue Sep 24 15:10:58 +0000 2024,171,2093,
759,Food Porn,Chicken &amp; Waffles 🍗 https://t.co/CbG5Cn3DtM,Tue Sep 24 15:10:00 +0000 2024,90,657,
760,DiscussingFilm,"The first trailer for the ‘WIZARDS OF WAVERLY PLACE’ sequel series has been released.

Releasing October 29 on Disney Channel &amp; next day on Disney+ https://t.co/i8fSoSO6nU",Tue Sep 24 15:11:04 +0000 2024,4310,62873,
